name,gender,birth_date,country,discipline
SASTIN Marianna,Female,1983-07-10,Hungary,Wrestling
SATCHELL Paige,Female,1998-04-13,New Zealand,Football
SATES Matthew,Male,2003-07-28,South Africa,Swimming
SATILA Ana,Female,1996-03-13,Brazil,Canoe Slalom
SATO Ayano,Female,1996-12-29,Japan,Canoe Slalom
SATO Eiken,Male,1986-01-08,Japan,Equestrian
SATO Kentaro,Male,1994-11-16,Japan,Athletics
SATO Nozomi,Female,1986-07-03,Japan,Fencing
SATO Shoma,Male,2001-02-08,Japan,Swimming
SATORANSKY Tomas,Male,1991-10-30,Czech Republic,Basketball
SAUBIDET BIRKNER Francisco Cruz,Male,1998-10-05,Argentina,Sailing
SAUDER Theo,Male,1996-04-02,Canada,Rugby Sevens
SAUER Martin,Male,1982-12-17,Germany,Rowing
SAUERBRUNN Becky,Female,1985-06-06,United States of America,Football
SAUGSTRUP Magnus,Male,1996-07-12,Denmark,Handball
SAUNDERS Callum,Male,1995-10-16,New Zealand,Cycling Track
SAUNDERS Jacob,Male,1992-04-15,Canada,Sailing
SAUNDERS Raven,Female,1996-05-15,United States of America,Athletics
SAURABH Chaudhary,Male,2002-05-12,India,Shooting
SAUVOUREL Chloe,Female,2000-06-18,Central African Republic,Swimming
SAUZE VALDEZ Victoria,Female,1991-07-21,Argentina,Hockey
SAVANIER Teji,Male,1991-12-22,France,Football
SAVARD Katerine,Female,1993-05-26,Canada,Swimming
SAVCHUK Anastasiya,Female,1996-03-02,Ukraine,Artistic Swimming
SAVELKOULS Tessie,Female,1992-03-11,Netherlands,Judo
SAVILLE Luke,Male,1994-02-01,Australia,Tennis
SAVINA Nina,Female,1993-07-21,Belarus,Athletics
SAVITA,Female,1990-07-11,India,Hockey
SAVKIN Alexander,Male,1988-03-24,Uzbekistan,Modern Pentathlon
SAVOLAINEN Arvi Martin,Male,1998-10-24,Finland,Wrestling
SAVRANBASI Nazli,Female,2003-10-09,Turkey,Artistic Gymnastics
SAVSEK Benjamin,Male,1987-03-24,Slovenia,Canoe Slalom
SAWADOGO Faysal,Male,1996-09-22,Burkina Faso,Taekwondo
SAWANT Tejaswini,Female,1980-09-12,India,Shooting
SAWE Mathew,Male,1988-07-02,Kenya,Athletics
SAWEKWIHAREE Ramnarong,Male,1996-12-18,Thailand,Taekwondo
SAWETTABUT Suthasini,Female,1994-12-09,Thailand,Table Tennis
SAWYERS Jazmin,Female,1994-05-21,Great Britain,Athletics
SAYED Radwa,Female,1997-05-30,Egypt,Karate
SAYIT Kayra,Female,1988-02-13,Turkey,Judo
SBERTOLI Riccardo,Male,1998-05-23,Italy,Volleyball
SBIHI Mohamed,Male,1988-03-27,Great Britain,Rowing
SCANLAN Laetisha,Female,1990-04-13,Australia,Shooting
SCANLAN Tilali,Female,1999-11-03,American Samoa,Swimming
SCANTLING Garrett,Male,1993-05-19,United States of America,Athletics
SCARVELIS Stamatia,Female,1995-08-17,Greece,Athletics
SCHACHMANN Maximilian,Male,1994-01-09,Germany,Cycling Road
SCHAEFER Kai,Male,1993-06-13,Germany,Badminton
SCHAEFER-BETZ Pauline,Female,1997-01-04,Germany,Artistic Gymnastics
SCHAEFFER Juan Ramon,Male,1982-10-13,Guatemala,Shooting
SCHAER Michael,Male,1986-09-29,Switzerland,Cycling Road
SCHAFER Avi Koki,Male,1998-01-28,Japan,Basketball
SCHAFER Carolin,Female,1991-12-05,Germany,Athletics
SCHATZL Nadine,Female,1993-11-19,Hungary,Handball
SCHAUFFELE Xander,Male,1993-10-25,United States of America,Golf
SCHAUNIG Maike,Female,1996-03-13,Germany,Hockey
SCHEENAARD Lisa,Female,1988-09-05,Netherlands,Rowing
SCHEFFER Fernando,Male,1998-04-06,Brazil,Swimming
SCHEIBNER Conrad,Male,1996-05-07,Germany,Canoe Sprint
SCHEIDT Robert,Male,1973-04-15,Brazil,Sailing
SCHELL Anna Carmen,Female,1993-08-03,Germany,Wrestling
SCHENKEL Eli,Male,1992-09-11,Canada,Fencing
SCHIERSCHER Marluce,Female,1998-09-08,Liechtenstein,Artistic Swimming
SCHILB Blake,Male,1983-12-23,Czech Republic,Basketball
SCHILDER Jessica,Female,1999-03-19,Netherlands,Athletics
SCHILLER Marcel,Male,1991-08-15,Germany,Handball
SCHIPPERS Dafne,Female,1992-06-15,Netherlands,Athletics
SCHIR Thery,Male,1993-02-18,Switzerland,Cycling Track
SCHIVO Arianna,Female,1986-09-16,Italy,Equestrian
SCHLEGEL Marvin,Male,1998-01-02,Germany,Athletics
SCHLEGEL Michal,Male,1995-05-31,Czech Republic,Cycling Road

SCHLOESSER Gabriela,Female,1994-02-18,Netherlands,Archery
SCHLOTTERBECK Keven,Male,1997-04-28,Germany,Football
SCHLUMPF Fabienne,Female,1990-11-17,Switzerland,Athletics
SCHMID Mauro,Male,1999-12-04,Switzerland,Cycling Track
SCHMIDT Alica,Female,1998-11-08,Germany,Athletics
SCHMIDT Dylan,Male,1997-01-07,New Zealand,Trampoline Gymnastics
SCHMIDT GUTIERREZ Paloma Isabel,Female,1987-01-24,Peru,Sailing
SCHMIDT Madeline,Female,1995-05-11,Canada,Canoe Sprint
SCHMIDT Richard,Male,1987-05-23,Germany,Rowing
SCHMIDT Sophie,Female,1988-06-28,Canada,Football
SCHMITT Allison,Female,1990-06-07,United States of America,Swimming
SCHNEIDER Dorothee,Female,1969-02-17,Germany,Equestrian
SCHNEIDER Jakob,Male,1994-04-18,Germany,Rowing
SCHNEIDER Rachel,Female,1991-07-18,United States of America,Athletics
SCHNEITER Sebastien,Male,1995-09-24,Switzerland,Sailing
SCHNELL Delaney,Female,1998-12-21,United States of America,Diving
SCHOEMAN Henri,Male,1991-10-03,South Africa,Triathlon
SCHOENMAKER Tatjana,Female,1997-07-09,South Africa,Swimming
SCHOLFIELD Oliver William,Male,1993-09-11,Canada,Hockey
SCHOMBURG Jonas,Male,1994-01-31,Germany,Triathlon
SCHONEBORN Deborah,Female,1994-03-13,Germany,Athletics
SCHOOLING Joseph,Male,1995-06-16,Singapore,Swimming
SCHOON Raisa,Female,2001-10-03,Netherlands,Beach Volleyball
SCHOONBEE Kyle,Male,1995-11-08,South Africa,Rowing
SCHOPF Jacob,Male,1999-06-08,Germany,Canoe Sprint
SCHOU Andreas,Male,1986-09-02,Denmark,Equestrian
SCHOUGH Olivia,Female,1991-03-11,Sweden,Football
SCHOU-NIELSEN Frederik,Male,1996-02-05,Denmark,Athletics
SCHOUTEN Tes,Female,2000-12-31,Netherlands,Swimming
SCHREUDERS Mikel,Male,1998-09-21,Aruba,Swimming
SCHRODER Anne Katarina,Female,1994-09-11,Germany,Hockey
SCHROEDER Joe,Male,1993-06-14,United States of America,Rugby Sevens
SCHROEDER Lindi,Female,2001-09-22,United States of America,Artistic Swimming
SCHUBERT Jakob,Male,1990-12-31,Austria,Sport Climbing
SCHUERCH Joel,Male,1994-09-30,Switzerland,Rowing
SCHUERMANS Jens,Male,1993-02-13,Belgium,Cycling Mountain Bike
SCHULTE Marvin,Male,1999-02-19,Germany,Athletics
SCHULTZ Samantha,Female,1992-03-27,United States of America,Modern Pentathlon
SCHULTZE Daniela,Female,1990-11-03,Germany,Rowing
SCHULZ German,Male,1994-02-05,Argentina,Rugby Sevens
SCHULZE Karl,Male,1988-03-05,Germany,Rowing
SCHUMACH Christian,Male,1981-09-17,Austria,Equestrian
SCHUMANN Damien,Male,1987-11-12,Australia,Beach Volleyball
SCHURTER Nino,Male,1986-05-13,Switzerland,Cycling Mountain Bike
SCHUT-KERY Sabine,Female,1968-09-10,United States of America,Equestrian
SCHUTZMEIER Maria Victoria,Female,1999-10-29,Nicaragua,Swimming
SCHUURMAN Glenn,Male,1991-04-16,Netherlands,Hockey
SCHUURS Demi,Female,1993-08-01,Netherlands,Tennis
SCHWAB Corinna,Female,1999-04-05,Germany,Athletics
SCHWAB Matthias,Male,1994-12-09,Austria,Golf
SCHWANDKE Tristan,Male,1992-05-23,Germany,Athletics
SCHWANITZ Christina,Female,1985-12-24,Germany,Athletics
SCHWARTZMAN Diego,Male,1992-08-16,Argentina,Tennis

SCHWARZ Charline,Female,2001-01-15,Germany,Archery
SCHWARZ Viktoria,Female,1985-07-02,Austria,Canoe Sprint
SCHWEINER David,Male,1994-06-01,Czech Republic,Beach Volleyball
SCHWEIZER Karissa,Female,1996-05-04,United States of America,Athletics
SCHWEIZER Lisa Marie,Female,1995-07-18,Germany,Weightlifting
SCHWENDINGER Raphael,Male,1998-01-01,Liechtenstein,Judo
SCHWINGENSCHLOGL Fabian,Male,1991-08-15,Germany,Swimming
SCICLUNA Carla,Female,2001-01-27,Malta,Athletics
SCLABAS Delia,Female,2000-11-08,Switzerland,Athletics
SCLATER Ryan Joseph,Male,1994-02-10,Canada,Volleyball
SCOCCIMARRO Giovanna,Female,1997-11-10,Germany,Judo
SCOLA Luis,Male,1980-04-30,Argentina,Basketball
SCOTCH Leungo,Male,1996-02-28,Botswana,Athletics
SCOTT Desiree,Female,1987-07-31,Canada,Football
SCOTT Dominique,Female,1992-06-24,South Africa,Athletics
SCOTT Donald,Male,1992-02-23,United States of America,Athletics
SCOTT Duncan,Male,1997-05-06,Great Britain,Swimming
SCOTT Giles,Male,1987-06-23,Great Britain,Sailing
SCOTT Hannah,Female,1999-06-18,Great Britain,Rowing

SCOTT Marc,Male,1993-12-21,Great Britain,Athletics
SCOTT Thomas,Male,1990-01-09,United States of America,Karate
SCOTTI Edoardo,Male,2000-05-09,Italy,Athletics
SCOTT-LEGENDRE Victoria,Female,1988-09-10,South Africa,Equestrian
SCULLION Stephen,Male,1988-11-09,Ireland,Athletics
SCVORTOV Victor,Male,1988-03-30,United Arab Emirates,Judo
SEARLE Jamie,Male,2000-11-25,New Zealand,Football
SEAWARD Kevin,Male,1983-10-03,Ireland,Athletics
SEBASTIAN Julia,Female,1993-11-23,Argentina,Swimming

SEBESTYEN Dalma,Female,1997-01-23,Hungary,Swimming
SEBIC Milenko,Male,1984-12-30,Serbia,Shooting
SECCAFIEN Andrea,Female,1990-08-27,Canada,Athletics
SECHSER Michelle,Female,1986-11-01,United States of America,Rowing
SEDAGHAT Mahyar,Male,1996-04-18,Islamic Republic of Iran,Shooting
SEDDON Zak,Male,1994-06-28,Great Britain,Athletics
SEDIQI Abdullah,Male,1996-12-25,EOR,Taekwondo
SEDNEY Naomi,Female,1994-12-17,Netherlands,Athletics
SEDNEY Zoe,Female,2001-12-15,Netherlands,Athletics
SEDOYKINA Anna,Female,1984-08-01,ROC,Handball
SEEBOHM Emily,Female,1992-06-05,Australia,Swimming
SEELIGER Bjoern,Male,2000-01-11,Sweden,Swimming
SEEMA Seema,Female,1993-04-14,India,Wrestling
SEEMANOVA Barbora,Female,2000-04-01,Czech Republic,Swimming
SEERANE Celia Beatrice,Female,1990-06-18,South Africa,Hockey
SEESONDEE Sudaporn,Female,1991-10-04,Thailand,Boxing
SEFER Antonio,Male,2000-04-22,Romania,Football
SEFL Jan,Male,1990-05-10,Czech Republic,Swimming
SEGAWA Kazumasa,Male,1989-08-24,Japan,Sailing
SEGAWA Maho,Female,1996-06-23,Japan,Hockey
SEGEL Janja,Female,2001-06-17,Slovenia,Swimming
SEGER Caroline,Female,1985-03-19,Sweden,Football
SEGUEL Clemente,Male,1999-11-23,Chile,Sailing
SEHNAL Ondrej,Male,1997-10-10,Czech Republic,Basketball
SEIDEL Marvin,Male,1995-11-09,Germany,Badminton
SEIDEL Molly,Female,1994-07-12,United States of America,Athletics
SEIDEMANN Melissa,Female,1990-06-26,United States of America,Water Polo
SEIDL Sebastian,Male,1990-07-12,Germany,Judo
SEIDLER Phillip,Male,1998-03-25,Namibia,Marathon Swimming
SEIFERT Bernhard,Male,1993-02-15,Germany,Athletics
SEILER Nathaniel,Male,1996-04-06,Germany,Athletics
SEINEN Cheryl,Female,1995-08-04,Netherlands,Badminton
SEITZ Elisabeth,Female,1993-11-04,Germany,Artistic Gymnastics
SEJANES Fabian,Male,1969-09-04,Argentina,Equestrian
SEKAR Dhanalakshmi,Female,1998-06-05,India,Athletics
SEKI Kaiya,Male,1999-12-24,Japan,Swimming
SEKITA Masahiro,Male,1993-11-20,Japan,Volleyball
SEKO Ayumu,Male,2000-06-07,Japan,Football
SELIM Malak,Female,2003-05-01,Egypt,Rhythmic Gymnastics
SELISHKA Miglena Georgieva,Female,1996-02-13,Bulgaria,Wrestling
SELISKAR Andrew,Male,1996-09-26,United States of America,Swimming
SELLA RODRIGUEZ Eldric,Male,1997-01-24,EOR,Boxing
SELMAN Manuel,Male,1989-03-14,Chile,Surfing
SELMON Kenneth,Male,1996-08-27,United States of America,Athletics
SELVON Kai,Female,1992-04-13,Trinidad and Tobago,Athletics
SEMBER Cindy,Female,1994-08-05,Great Britain,Athletics
SEMBERG Abishag,Female,2001-09-16,Israel,Taekwondo
SEMCIUC Mugurel Vasile,Male,1998-01-24,Romania,Rowing
SEMENIUK Kamil,Male,1996-07-16,Poland,Volleyball
SEMENOV Konstantin,Male,1989-06-09,ROC,Beach Volleyball
SEMENOV Sergei,Male,1995-08-10,ROC,Wrestling
SEMENOVA Nataliya,Female,1982-07-07,Ukraine,Athletics
SEMERARO Silvia,Female,1996-05-02,Italy,Karate
SEMIANOVA Daria,Female,2002-08-13,ROC,Shooting
SEMYONOVA Darya,Female,2002-05-28,Turkmenistan,Swimming
SEN Anna,Female,1990-12-03,ROC,Handball
SENA Erica,Female,1985-05-03,Brazil,Athletics
SENGA Koudai,Male,1993-01-30,Japan,Baseball/Softball
SENODUNCU Sahin,Male,1994-04-24,Turkey,Athletics
SENOGLU Tugba,Female,1998-02-02,Turkey,Volleyball
SENTURK Gulkader,Female,1996-01-08,Turkey,Judo
SEO Chaehyun,Female,2003-11-01,Republic of Korea,Sport Climbing
SEO Jiyeon,Female,1993-03-03,Republic of Korea,Fencing
SEO Seungjae,Male,1997-09-04,Republic of Korea,Badminton
SEOL Youngwoo,Male,1998-12-05,Republic of Korea,Football
SEPULVEDA Eduardo,Male,1991-06-13,Argentina,Cycling Road
SERBIN Oleh,Male,2001-08-11,Ukraine,Diving
SERCIEN UGOLIN Oceane,Female,1997-12-15,France,Handball
SEREDA Oleksii,Male,2005-12-25,Ukraine,Diving
SEREDINA Kristina,Female,1994-12-24,ROC,Rugby Sevens
SERGEEV Aleksandr,Male,1994-02-27,ROC,Canoe Sprint
SERGEYEVA Natalya,Female,1976-05-03,Kazakhstan,Canoe Sprint
SERIKZHANOV Yerlan,Male,1995-02-12,Kazakhstan,Judo
SERKSNIENE Agne,Female,1988-02-18,Lithuania,Athletics
SEROGINA Anita,Female,1990-01-16,Ukraine,Karate
SERU Jose,Male,1991-02-09,Japan,Rugby Sevens
SERZHANTOVA Alena,Female,1998-05-06,ROC,Water Polo
SETIAWAN Hendra,Male,1984-08-25,Indonesia,Badminton
SETIN SARTORI Murilo,Male,2002-05-18,Brazil,Swimming
SETO Daiya,Male,1994-05-24,Japan,Swimming
SEUTLOALI Khoarahlane,Male,1992-03-30,Lesotho,Athletics
SEVASTOVA Anastasija,Female,1990-04-13,Latvia,Tennis
SEVENICH Vivian,Female,1993-02-28,Netherlands,Water Polo
SEVICK Jessica,Female,1989-07-15,Canada,Rowing
SEVILLE Oblique,Male,2001-03-16,Jamaica,Athletics
SEYDOU LANCINA Alassane,Male,1993-09-09,Niger,Swimming
SEYI NTSENGUE Dieudonne Wilfred,Male,1998-01-23,Cameroon,Boxing
SEYMOUR Pedrya,Female,1995-05-29,Bahamas,Athletics
SEYNI Aminatou,Female,1996-10-24,Niger,Athletics
SGHAIER Zaineb,Female,2002-09-25,Tunisia,Wrestling
SHABAN Alzahraa,Female,1991-03-30,Egypt,Shooting
SHABANAU Ali,Male,1989-08-25,Belarus,Wrestling
SHACKLEY Anna,Female,2001-05-17,Great Britain,Cycling Road
SHADALOV Hamsat,Male,1998-10-14,Germany,Boxing
SHAH Alexander,Male,2002-10-29,Nepal,Swimming
SHAH Shah Hussain,Male,1993-06-08,Pakistan,Judo
SHAHBAKHSH Daniyal,Male,2000-03-18,Islamic Republic of Iran,Boxing
SHAHEEN Nigara,Female,1993-07-06,EOR,Judo
SHAHZAD Mahoor,Female,1996-10-17,Pakistan,Badminton
SHAKENOV Murat,Male,1990-09-23,Kazakhstan,Water Polo
SHALA Egzon,Male,1990-11-23,Kosovo,Wrestling
SHAMILOV Yakub,Male,1991-04-25,ROC,Judo
SHAN Xiaona,Female,1983-01-18,Germany,Table Tennis
SHANA Md Ruman,Male,1995-06-08,Bangladesh,Archery
SHANAHAN Louise,Female,1997-01-25,Ireland,Athletics
SHANER William,Male,2001-04-25,United States of America,Shooting
SHANNON Olivia,Female,2001-05-23,New Zealand,Hockey
SHANNY Itay,Male,1998-09-01,Israel,Archery
SHAO Jieni,Female,1994-01-25,Portugal,Table Tennis
SHAO Ting,Female,1989-12-10,People's Republic of China,Basketball
SHAO Yaqi,Female,1996-11-28,People's Republic of China,Fencing
SHAPIEV Javrail,Male,1997-04-20,Uzbekistan,Wrestling
SHAPIRA Omer,Female,1994-09-09,Israel,Cycling Road
SHARABI DJ,Male,1992-03-07,Israel,Baseball/Softball
SHARAF Jayda,Female,2001-05-17,Egypt,Artistic Swimming
SHARAF Zeina,Female,2003-06-20,Egypt,Artistic Gymnastics
SHARAKOVA Tatsiana,Female,1984-07-31,Belarus,Cycling Track
SHARIFI Morteza,Male,1999-05-27,Islamic Republic of Iran,Volleyball
SHARIFOV Sharif,Male,1988-11-11,Azerbaijan,Wrestling
SHARIR Gili,Female,1999-11-22,Israel,Judo
SHARMA Nilakanta,Male,1995-05-02,India,Hockey
SHAROV Stanislav,Male,1995-05-29,ROC,3x3 Basketball
SHARP Alena,Female,1981-03-07,Canada,Golf
SHARP Lachlan Thomas,Male,1997-07-02,Australia,Hockey
SHARPE Matthew,Male,1991-07-24,Canada,Triathlon
SHARRAH Corben,Male,1992-04-20,United States of America,Cycling BMX Racing
SHARSHENBEKOV Zholaman,Male,1999-09-29,Kyrgyzstan,Wrestling
SHATILOV Alexander,Male,1987-03-22,Israel,Artistic Gymnastics
SHATIRISHVILI Sopo,Female,1995-01-15,Georgia,Athletics
SHAVDATUASHVILI Lasha,Male,1992-01-31,Georgia,Judo
SHCHEGOLEV Aleksandr,Male,2002-04-06,ROC,Swimming
SHCHERBATSEVICH Yury,Male,1984-07-11,Belarus,Shooting
SHEA Maggie,Female,1989-07-13,United States of America,Sailing
SHEBIB Mohamed,Male,1989-04-01,Egypt,Handball
SHEEHAN Miriam,Female,2004-09-20,Puerto Rico,Swimming
SHEIKHALIZADEHKHANGHAH Mariam,Female,2004-07-18,Azerbaijan,Swimming
SHEIKO Georgiy,Male,1989-08-24,Kazakhstan,Athletics
SHEK Wai Hung,Male,1991-10-10,"Hong Kong, China",Artistic Gymnastics
SHEMBEREV Maksym,Male,1993-09-25,Azerbaijan,Swimming
SHEN Shuangmei,Female,1998-05-02,People's Republic of China,Rowing
SHEN Yineng,Female,1995-01-18,People's Republic of China,Water Polo
SHENG Lihao,Male,2004-12-04,People's Republic of China,Shooting
SHEPHERD Caleb,Male,1993-06-29,New Zealand,Rowing
SHERAZADISHVILI Nikoloz,Male,1996-02-19,Spain,Judo
SHERIDAN Kailen,Female,1995-07-16,Canada,Football
SHERIF Maiar,Female,1996-05-05,Egypt,Tennis
SHERIF Seif,Male,1995-04-14,Egypt,Trampoline Gymnastics
SHERMETOVA Kristina,Female,1993-05-25,Turkmenistan,Weightlifting
SHESTAKOVA Daria,Female,1996-02-06,ROC,Rugby Sevens
SHETTY Chirag,Male,1997-07-04,India,Badminton
SHEVCHUK Hanna,Female,1996-07-18,Ukraine,Athletics
SHEVELEVA Svetlana,Female,1997-01-26,ROC,Fencing
SHEVTSOV Serhii,Male,1998-06-29,Ukraine,Swimming
SHI Gaofeng,Male,1992-01-16,People's Republic of China,Fencing
SHI Mengyao,Female,1998-01-05,People's Republic of China,Shooting
SHI Tingmao,Female,1991-08-31,People's Republic of China,Diving
SHI Yu Qi,Male,1996-02-28,People's Republic of China,Badminton
SHI Zhiyong,Male,1993-10-10,People's Republic of China,Weightlifting
SHIAO Yu-Jan,Male,1999-12-09,Chinese Taipei,Artistic Gymnastics
SHIBAHARA Ena,Female,1998-02-12,Japan,Tennis
SHIDA Leni,Female,1994-05-22,Uganda,Athletics
SHIELDS Nicole,Female,1999-09-09,New Zealand,Cycling Track
SHIELDS Tom,Male,1991-07-11,United States of America,Swimming
SHIGA Mitsuaki,Male,1991-09-16,Japan,Water Polo
SHIKINE Takahiro,Male,1997-12-07,Japan,Fencing
SHIM Jungsub,Male,1991-02-21,Republic of Korea,Athletics
SHIMAMURA Haruyo,Female,1992-03-04,Japan,Volleyball
SHIMAMURA Tomohiro,Male,1984-02-13,Japan,Fencing
SHIMAZU Rena,Female,1991-05-28,Japan,Modern Pentathlon
SHIMIZU Kiyou,Female,1993-12-07,Japan,Karate
SHIMIZU Kunihiro,Male,1986-08-11,Japan,Volleyball
SHIMIZU Mayu,Female,1998-01-19,Japan,Rugby Sevens

SHIMIZU Yusuke,Male,1988-09-07,Japan,Water Polo
SHIN Jeahwan,Male,1998-03-03,Republic of Korea,Artistic Gymnastics
SHIN Jihyun,Female,1995-09-12,Republic of Korea,Basketball
SHIN Seungchan,Female,1994-12-06,Republic of Korea,Badminton
SHIN Yubin,Female,2004-07-05,Republic of Korea,Table Tennis
SHING Yoshua,Male,1993-06-20,Vanuatu,Table Tennis
SHINOZAKI Mio,Female,1991-09-12,Japan,3x3 Basketball
SHIOKOSHI Yuzuho,Female,1997-11-01,Japan,Football
SHIOTA Sayo,Female,1989-03-21,Japan,Handball
SHIOURA Shinri,Male,1991-11-26,Japan,Swimming
SHIOYA Minami,Female,1997-07-27,Japan,Water Polo
SHIPPERLEY Rupert Scott,Male,1992-11-21,Great Britain,Hockey
SHIRAI Rio,Female,1999-09-10,Japan,Swimming
SHIRAI Sora,Male,2001-11-03,Japan,Skateboarding
SHIRAKO Miyu,Female,1995-07-22,Japan,Rugby Sevens
SHIRATORI Katsuhiro,Male,1976-10-29,Japan,Beach Volleyball
SHIROYAMA Shoutarou,Male,1995-03-06,Japan,Athletics
SHISHKINA Alla,Female,1989-08-02,ROC,Artistic Swimming
SHKATOVA Angelina,Female,2001-01-25,ROC,Rhythmic Gymnastics
SHKURDAI Anastasiya,Female,2003-01-03,Belarus,Swimming
SHKURENYOV Ilya,Male,1991-01-11,ROC,Athletics
SHLEIKHER Nikita,Male,1998-06-10,ROC,Diving
SHMAILOV Baruch,Male,1994-09-02,Israel,Judo
SHMELEVA Daria,Female,1994-10-26,ROC,Cycling Track
SHMIDER Alexey,Male,1990-03-19,Kazakhstan,Water Polo
SHOJI Erik,Male,1989-08-24,United States of America,Volleyball
SHOJI Kawika,Male,1987-11-11,United States of America,Volleyball
SHOMURADOVA Nilufar,Female,1999-07-07,Uzbekistan,Rhythmic Gymnastics
SHORTEN Rebecca,Female,1993-11-25,Great Britain,Rowing
SHORTMAN Kate,Female,2001-11-19,Great Britain,Artistic Swimming
SHOSTAK Aliaksei,Male,1995-02-08,United States of America,Trampoline Gymnastics
SHRIEVER Bethany,Female,1999-04-19,Great Britain,Cycling BMX Racing
SHUBENKOV Sergey,Male,1990-10-04,ROC,Athletics
SHUEB Wael,Male,1987-10-31,EOR,Karate
SHUEY Michael,Male,1994-02-02,United States of America,Athletics
SHUROCHKINA Maria,Female,1995-06-30,ROC,Artistic Swimming
SHUVALOVA Maria,Female,1984-10-20,ROC,Equestrian
SHVEDOV Stanislav,Male,1998-11-24,Kazakhstan,Water Polo
SHVEDOVA Yaroslava,Female,1987-09-12,Kazakhstan,Tennis
SHYMANOVICH Ilya,Male,1994-08-02,Belarus,Swimming
SHYNKARENKO Alina,Female,1998-11-14,Ukraine,Artistic Swimming
SIAME Sydney,Male,1997-10-07,Zambia,Athletics
SIAMFUKO Esther,Female,2004-08-08,Zambia,Football
SIBILIO Alessandro,Male,1999-04-27,Italy,Athletics
SICHENIKOVA Lidiia,Female,1993-02-03,Ukraine,Archery
SICIARZ Klaudia,Female,1998-03-15,Poland,Athletics
SID AZARA Bachir,Male,1996-03-03,Algeria,Wrestling
SIDAKOV Zaurbek,Male,1996-03-14,ROC,Wrestling
SIDDIQUE Diya,Female,2004-02-19,Bangladesh,Archery
SIDISKIS Arnas,Male,1990-07-05,Lithuania,Weightlifting
SIDLAUSKAS Andrius,Male,1997-04-06,Lithuania,Swimming
SIDOROVA Anzhelika,Female,1991-06-28,ROC,Athletics
SIEGEMUND Laura,Female,1988-03-04,Germany,Tennis
SIEGENTHALER Maja,Female,1992-11-11,Switzerland,Sailing
SIEGL Lea,Female,1998-08-19,Austria,Equestrian
SIERADZKI Kamil,Male,2002-01-11,Poland,Swimming
SIERRA CANADILLA Arlenis,Female,1992-12-07,Cuba,Cycling Road
SIGNAL Megan Ann,Female,1990-02-17,New Zealand,Weightlifting
SIGURGEIRSSON Asgeir,Male,1985-09-02,Iceland,Shooting
SIKLOSI Gergely,Male,1997-09-04,Hungary,Fencing
SILADI Caba,Male,1990-08-23,Serbia,Swimming
SILENO Megan,Female,1989-05-01,South Africa,Water Polo

SILVA Aline,Female,1986-10-18,Brazil,Wrestling
SILVA Altobeli,Male,1990-12-03,Brazil,Athletics
SILVA Beatriz,Female,2003-02-04,Brazil,Rhythmic Gymnastics
SILVA Bianca,Female,1998-07-22,Brazil,Rugby Sevens
SILVA CARNEIRO Macris Fernanda,Female,1989-03-03,Brazil,Volleyball
SILVA Derick,Male,1998-04-23,Brazil,Athletics
SILVA Emanuel,Male,1985-12-04,Portugal,Canoe Sprint
SILVA Fabiana,Female,1988-07-27,Brazil,Badminton
SILVA Joao,Male,1989-05-15,Portugal,Triathlon
SILVA Joao Pedro,Male,1994-01-29,Brazil,Handball
SILVA MORALES Ivan Felipe,Male,1996-02-08,Cuba,Judo
SILVA Rafael,Male,1987-05-11,Brazil,Judo
SILVA RAMOS Ana Patricia,Female,1997-09-29,Brazil,Beach Volleyball
